"Autosampler.Position","Species.ID","Tree.ID","Lab.No","Lab.ID","FID.File","FID.Date","FID.Time","FID.Channel.CH4","Certified.Value.CO2...10","CH4.Area","CH4.ppm","CH4.Unit","FID.Channel.CO2","Certified.Value.CO2...15","CO2.Area","CO2.ppm","CO2.Unit","ECD.File","ECD.Date","ECD.Time","ECD.Channel.O2","Certified.Value.O2","O2.Area","O2.ppm","ECD.Channel.N2O","Certified.Value.N2O","N2O.Area","N2O.ppm","N2O.Unit","CO2_concentration","CH4_concentration","N2O_concentration","O2_concentration"
88,"BLANK","BLANK",378,"BLANK","F220930s378.CHR",2022-10-03,1899-12-31 18:58:29,"CH4",1.406,0.3574,1.8638,"ppm","CO2",1.95,96.0614,145.458,"ppm","E220930s378.CHR",2022-10-03,1899-12-31 18:58:29,"O2",1.156,3079.6372,122221.8919,"N2O",2.26,55.95,0.0306,"ppm",230.01150791149,0,0.187831613926366,144195.108332286
89,"PIST","WP101",379,"379g","F220930s379.CHR",2022-10-03,1899-12-31 19:03:53,"CH4",1.406,0.4202,2.1354,"ppm","CO2",1.95,473.4998,1540.3747,"ppm","E220930s379.CHR",2022-10-03,1899-12-31 19:03:53,"O2",1.16,3256.042,139531.2177,"N2O",2.26,79.4604,0.1269,"ppm",1628.52876758095,0,0.279064798547918,162871.01036015
90,"BLANK","BLANK",380,"BLANK","F220930s380.CHR",2022-10-03,1899-12-31 19:09:18,"CH4",1.41,0.3436,1.8041,"ppm","CO2",1.953,89.6178,121.6441,"ppm","E220930s380.CHR",2022-10-03,1899-12-31 19:09:18,"O2",1.166,2959.6408,111879.6846,"N2O",2.266,53.1239,0.019,"ppm",206.249511220285,0,0.176868145203522,132058.244781024
91,"PIST","WP102",381,"381g","F220930s381.CHR",2022-10-03,1899-12-31 19:14:42,"CH4",1.416,0.5652,2.7625,"ppm","CO2",1.973,3537.6866,12864.8322,"ppm","E220930s381.CHR",2022-10-03,1899-12-31 19:14:42,"O2",1.166,3468.9964,166637.7015,"N2O",2.273,171.686,0.5049,"ppm",13465.6185862284,0,0.637429713514125,186738.466531953
92,"BLANK","BLANK",382,"BLANK","F220930s382.CHR",2022-10-03,1899-12-31 19:20:07,"CH4",1.416,0.2825,1.5398,"ppm","CO2",1.966,112.7266,207.0484,"ppm","E220930s382.CHR",2022-10-03,1899-12-31 19:20:07,"O2",1.17,3231.6823,136984.6212,"N2O",2.276,58.6785,0.0417,"ppm",291.48524551943,0,0.198417137269946,160233.003766035
93,"Check Standard","CHECK",383,"ChkStd11","F220930s383.CHR",2022-10-03,1899-12-31 19:25:31,"CH4",1.416,0.6794,3.2565,"ppm","CO2",1.96,167.9347,411.0835,"ppm","E220930s383.CHR",2022-10-03,1899-12-31 19:25:31,"O2",1.166,3808.2083,216664.2495,"N2O",2.273,95.226,0.1915,"ppm",495.315947760929,0,0.340271733960169,227743.03932683
94,"BLANK","BLANK",384,"BLANK","F220930s384.CHR",2022-10-03,1899-12-31 19:30:55,"CH4",1.413,0.314,1.676,"ppm","CO2",1.96,90.0794,123.3501,"ppm","E220930s384.CHR",2022-10-03,1899-12-31 19:30:55,"O2",1.166,3089.544,123125.9564,"N2O",2.273,52.4306,0.0161,"ppm",207.951622165573,0,0.174178692157347,145217.636970504
95,"PIST","WP103",385,"385g","F220930s385.CHR",2022-10-03,1899-12-31 19:36:19,"CH4",1.416,0.7006,3.3482,"ppm","CO2",1.97,4450.814,16239.5195,"ppm","E220930s385.CHR",2022-10-03,1899-12-31 19:36:19,"O2",1.166,3354.6898,150953.2288,"N2O",2.266,190.1598,0.5807,"ppm",17159.5457148697,0,0.709305960505205,173747.443211052
96,"BLANK","BLANK",386,"BLANK","F220930s386.CHR",2022-10-03,1899-12-31 19:41:44,"CH4",1.406,0.291,1.5766,"ppm","CO2",1.95,109.1824,193.9499,"ppm","E220930s386.CHR",2022-10-03,1899-12-31 19:41:44,"O2",1.16,3146.6406,128449.7055,"N2O",2.26,58.9708,0.0429,"ppm",278.409450146895,0,0.199551187717195,151171.851545992
97,"PIST","WP2",387,"387g","F220930s387.CHR",2022-10-03,1899-12-31 19:47:08,"CH4",1.42,0.483,2.407,"ppm","CO2",1.976,5302.599,19387.5009,"ppm","E220930s387.CHR",2022-10-03,1899-12-31 19:47:08,"O2",1.166,3422.2763,159770.9968,"N2O",2.273,208.9686,0.6578,"ppm",20674.2308283665,0,0.782517081493101,181378.347573822
98,"BLANK","BLANK",388,"BLANK","F220930s388.CHR",2022-10-03,1899-12-31 19:52:32,"CH4",1.403,0.2932,1.5861,"ppm","CO2",1.946,136.8539,296.2168,"ppm","E220930s388.CHR",2022-10-03,1899-12-31 19:52:32,"O2",1.16,3014.1038,116466.0494,"N2O",2.263,60.17,0.0479,"ppm",380.529910716451,0,0.204203862264448,137509.917896318
99,"PIST","WP3",389,"389g","F220930s389.CHR",2022-10-03,1899-12-31 19:57:56,"CH4",1.41,33.7206,146.167,"ppm","CO2",1.956,1687.1485,6025.7125,"ppm","E220930s389.CHR",2022-10-03,1899-12-31 19:57:56,"O2",1.16,3439.6108,162303.9498,"N2O",2.26,128.8352,0.3293,"ppm",6213.95919898317,130.188722413543,0.47082755161868,183358.983811388
100,"BLANK","BLANK",390,"BLANK","F220930s390.CHR",2022-10-03,1899-12-31 20:03:21,"CH4",1.41,0.3902,2.0056,"ppm","CO2",1.95,102.8036,170.3755,"ppm","E220930s390.CHR",2022-10-03,1899-12-31 20:03:21,"O2",1.16,3166.3318,130368.5837,"N2O",2.263,59.9942,0.0471,"ppm",254.878723803549,0,0.203521782650909,153249.421371694
101,"PIST","WP4",391,"391g","F220930s391.CHR",2022-10-03,1899-12-31 20:08:45,"CH4",1.416,2.0637,9.2439,"ppm","CO2",1.97,2682.7503,9705.2044,"ppm","E220930s391.CHR",2022-10-03,1899-12-31 20:08:45,"O2",1.166,3465.2595,166086.5881,"N2O",2.27,156.6721,0.4434,"ppm",10076.3836673184,0,0.579037517693499,186307.177149484
102,"BLANK","BLANK",392,"BLANK","F220930s392.CHR",2022-10-03,1899-12-31 20:14:10,"CH4",1.406,0.2643,1.4611,"ppm","CO2",1.946,88.3988,117.139,"ppm","E220930s392.CHR",2022-10-03,1899-12-31 20:14:10,"O2",1.16,3005.0923,115692.8159,"N2O",2.26,51.3123,0.0116,"ppm",201.754645763293,0,0.169840667813659,136601.348143766
103,"PIST","WP401",393,"393g","F220930s393.CHR",2022-10-03,1899-12-31 20:19:34,"CH4",1.41,0.4835,2.4092,"ppm","CO2",1.956,801.9004,2754.06,"ppm","E220930s393.CHR",2022-10-03,1899-12-31 20:19:34,"O2",1.163,3533.6083,176166.5839,"N2O",2.263,100.3444,0.2125,"ppm",2855.97217877322,0,0.36014774526429,194265.977646768
104,"BLANK","BLANK",394,"BLANK","F220930s394.CHR",2022-10-03,1899-12-31 20:24:58,"CH4",1.413,0.302,1.6241,"ppm","CO2",1.953,86.921,111.6774,"ppm","E220930s394.CHR",2022-10-03,1899-12-31 20:24:58,"O2",1.163,2946.6126,110824.8161,"N2O",2.27,49.4044,0.0037,"ppm",196.305679820463,0,0.162439946412394,130768.15942772
105,"PIST","WP402",395,"395g","F220930s395.CHR",2022-10-03,1899-12-31 20:30:23,"CH4",1.413,0.6887,3.2967,"ppm","CO2",1.966,2306.9174,8316.2213,"ppm","E220930s395.CHR",2022-10-03,1899-12-31 20:30:23,"O2",1.166,3405.1324,157478.074,"N2O",2.263,145.4029,0.3972,"ppm",8607.66763065614,0,0.535222541735936,179428.914046758
106,"BLANK","BLANK",396,"BLANK","F220930s396.CHR",2022-10-03,1899-12-31 20:35:47,"CH4",1.41,0.2986,1.6094,"ppm","CO2",1.95,89.4098,120.8754,"ppm","E220930s396.CHR",2022-10-03,1899-12-31 20:35:47,"O2",1.163,2928.6716,109372.1676,"N2O",2.263,51.637,0.0129,"ppm",205.482535202811,0,0.1711002077993,129000.455324139
107,"PIST","WP403",397,"397g","F220930s397.CHR",2022-10-03,1899-12-31 20:41:12,"CH4",1.416,0.7434,3.5333,"ppm","CO2",1.973,3702.7706,13474.9408,"ppm","E220930s397.CHR",2022-10-03,1899-12-31 20:41:12,"O2",1.166,3419.967,159462.1379,"N2O",2.27,178.6725,0.5336,"ppm",14127.7818725036,0,0.664608573862832,181115.210757392
108,"BLANK","BLANK",398,"BLANK","F220930s398.CHR",2022-10-03,1899-12-31 20:46:36,"CH4",1.41,0.2986,1.6094,"ppm","CO2",1.953,101.5782,165.8467,"ppm","E220930s398.CHR",2022-10-03,1899-12-31 20:46:36,"O2",1.163,3007.6806,115914.9055,"N2O",2.266,54.3751,0.0241,"ppm",250.358778440211,0,0.181721916134228,136862.044176439
109,"PIST","WP5",399,"399g","F220930s399.CHR",2022-10-03,1899-12-31 20:52:00,"CH4",1.42,3.656,16.1309,"ppm","CO2",1.973,5309.3493,19412.4483,"ppm","E220930s399.CHR",2022-10-03,1899-12-31 20:52:00,"O2",1.166,3277.9518,141964.6981,"N2O",2.27,207.8144,0.653,"ppm",20702.349961365,0,0.778023573973771,165259.871745629
110,"BLANK","BLANK",400,"BLANK","F220930s400.CHR",2022-10-03,1899-12-31 20:57:24,"CH4",1.406,0.2988,1.6103,"ppm","CO2",1.95,120.6169,236.209,"ppm","E220930s400.CHR",2022-10-03,1899-12-31 20:57:24,"O2",1.16,3145.59,128347.3261,"N2O",2.263,61.6994,0.0541,"ppm",320.599461887891,0,0.21013783920506,151061.352792975
111,"PIST","WP6",401,"401g","F220930s401.CHR",2022-10-03,1899-12-31 21:02:48,"CH4",1.406,0.486,2.42,"ppm","CO2",1.95,259.3874,749.0695,"ppm","E220930s401.CHR",2022-10-03,1899-12-31 21:02:48,"O2",1.16,3282.3832,142464.3287,"N2O",2.263,73.6728,0.1032,"ppm",833.578094657026,0,0.256601146079145,165744.895741233
112,"BLANK","BLANK",402,"BLANK","F220930s402.CHR",2022-10-03,1899-12-31 21:08:13,"CH4",1.423,0.3623,1.8849,"ppm","CO2",1.963,107.4546,187.5644,"ppm","E220930s402.CHR",2022-10-03,1899-12-31 21:08:13,"O2",1.17,3324.4774,147256.6697,"N2O",2.276,61.1401,0.0518,"ppm",272.035408218981,0,0.207967765606827,170383.401889386
113,"Check Standard","CHECK",403,"ChkStd12","F220930s403.CHR",2022-10-03,1899-12-31 21:13:37,"CH4",1.423,0.6962,3.3291,"ppm","CO2",1.966,166.8406,407.04,"ppm","E220930s403.CHR",2022-10-03,1899-12-31 21:13:37,"O2",1.173,3925.9452,234027.9407,"N2O",2.276,94.8474,0.19,"ppm",491.273769147072,0,0.338801630099301,242833.115732708
114,"BLANK","BLANK",404,"BLANK","F220930s404.CHR",2022-10-03,1899-12-31 21:19:00,"CH4",1.413,0.3834,1.9762,"ppm","CO2",1.953,96.2604,146.1935,"ppm","E220930s404.CHR",2022-10-03,1899-12-31 21:19:00,"O2",1.166,3054.1638,119903.4055,"N2O",2.266,55.2908,0.0279,"ppm",230.745418734066,0,0.185274273480359,141580.24597026
115,"PIST","WP7",405,"405g","F220930s405.CHR",2022-10-03,1899-12-31 21:24:24,"CH4",1.416,0.5209,2.5709,"ppm","CO2",1.96,393.9198,1246.2672,"ppm","E220930s405.CHR",2022-10-03,1899-12-31 21:24:24,"O2",1.17,3523.585,174688.3601,"N2O",2.27,86.3145,0.155,"ppm",1332.57556711716,0,0.305671792216374,193089.504082982
116,"BLANK","BLANK",406,"BLANK","F220930s406.CHR",2022-10-03,1899-12-31 21:29:49,"CH4",1.406,0.3196,1.7003,"ppm","CO2",1.95,87.568,114.0686,"ppm","E220930s406.CHR",2022-10-03,1899-12-31 21:29:49,"O2",1.16,2972.4052,112913.1937,"N2O",2.263,48.7203,9e-04,"ppm",198.691283117902,0,0.159786410266251,133327.457403284
117,"PIST","WP8",407,"407g","F220930s407.CHR",2022-10-03,1899-12-31 21:35:13,"CH4",1.416,0.5626,2.7513,"ppm","CO2",1.966,1062.5888,3717.4983,"ppm","E220930s407.CHR",2022-10-03,1899-12-31 21:35:13,"O2",1.166,3542.8198,177525.0844,"N2O",2.27,110.423,0.2538,"ppm",3837.37105409481,0,0.399292315187707,195349.992194822
118,"BLANK","BLANK",408,"BLANK","F220930s408.CHR",2022-10-03,1899-12-31 21:40:37,"CH4",1.4,0.3274,1.734,"ppm","CO2",1.94,93.5584,136.2076,"ppm","E220930s408.CHR",2022-10-03,1899-12-31 21:40:37,"O2",1.156,2929.084,109405.5588,"N2O",2.253,54.6731,0.0253,"ppm",220.780768730473,0,0.182877966064382,129040.97331538
119,"PIST","WP9",409,"409g","F220930s409.CHR",2022-10-03,1899-12-31 21:46:01,"CH4",1.41,0.548,2.6881,"ppm","CO2",1.953,828.6887,2853.0628,"ppm","E220930s409.CHR",2022-10-03,1899-12-31 21:46:01,"O2",1.16,3508.9706,172533.0466,"N2O",2.26,103.5027,0.2255,"ppm",2956.53336351819,0,0.372413377860211,191379.896437062
120,"BLANK","BLANK",410,"BLANK","F220930s410.CHR",2022-10-03,1899-12-31 21:51:25,"CH4",1.403,0.3104,1.6605,"ppm","CO2",1.946,97.7232,151.5996,"ppm","E220930s410.CHR",2022-10-03,1899-12-31 21:51:25,"O2",1.156,3057.8492,120233.5852,"N2O",2.26,55.1354,0.0272,"ppm",236.140327906634,0,0.184671410982517,141957.274546927
121,"PIST","WPBERENICE",411,"411g","F220930s411.CHR",2022-10-03,1899-12-31 21:56:49,"CH4",1.413,2.1741,9.7214,"ppm","CO2",1.963,9743.521,35800.0226,"ppm","E220930s411.CHR",2022-10-03,1899-12-31 21:56:49,"O2",1.163,2763.575,96747.1771,"N2O",2.263,338.8361,1.1901,"ppm",40076.0300059562,0,1.28887852417457,113215.525332751
122,"BLANK","BLANK",412,"BLANK","F220930s412.CHR",2022-10-03,1899-12-31 22:02:13,"CH4",1.4,0.1446,0.9433,"ppm","CO2",1.946,98.5453,154.6379,"ppm","E220930s412.CHR",2022-10-03,1899-12-31 22:02:13,"O2",1.156,2978.6222,113421.5438,"N2O",2.256,53.1035,0.0189,"ppm",239.17237656873,0,0.176789008798718,133947.518839971
123,"PIST","WPX2",413,"413g","F220930s413.CHR",2022-10-03,1899-12-31 22:07:37,"CH4",1.406,8.8309,38.5135,"ppm","CO2",1.953,1134.4567,3983.1038,"ppm","E220930s413.CHR",2022-10-03,1899-12-31 22:07:37,"O2",1.156,3499.0618,171071.7092,"N2O",2.256,111.4924,0.2582,"ppm",4109.02361415948,20.8771129234799,0.403446324464985,190224.629231914
124,"BLANK","BLANK",414,"BLANK","F220930s414.CHR",2022-10-03,1899-12-31 22:13:02,"CH4",1.41,0.3382,1.7807,"ppm","CO2",1.95,99.3318,157.5446,"ppm","E220930s414.CHR",2022-10-03,1899-12-31 22:13:02,"O2",1.16,3089.7132,123141.3971,"N2O",2.263,57.7072,0.0378,"ppm",242.073184194058,0,0.194648792789022,145235.12810246
125,"PIST","WPX22",415,"415g","F220930s415.CHR",2022-10-03,1899-12-31 22:18:26,"CH4",1.406,6.386,27.9388,"ppm","CO2",1.956,2395.4794,8643.524,"ppm","E220930s415.CHR",2022-10-03,1899-12-31 22:18:26,"O2",1.156,3452.8546,164257.1289,"N2O",2.256,151.2293,0.4211,"ppm",8952.59256558111,10.1505071169105,0.557874329824138,184878.674701986
126,"BLANK","BLANK",416,"BLANK","F220930s416.CHR",2022-10-03,1899-12-31 22:23:51,"CH4",1.406,0.303,1.6285,"ppm","CO2",1.95,107.7718,188.7367,"ppm","E220930s416.CHR",2022-10-03,1899-12-31 22:23:51,"O2",1.16,3101.6266,124228.5779,"N2O",2.26,56.8966,0.0344,"ppm",273.205572973201,0,0.191503979606147,146468.97674936
127,"PIST","WPX5",417,"417g","F220930s417.CHR",2022-10-03,1899-12-31 22:29:16,"CH4",1.403,1.345,6.1353,"ppm","CO2",1.926,20535.0578,75682.8064,"ppm","E220930s417.CHR",2022-10-03,1899-12-31 22:29:16,"O2",1.156,2071.7938,53463.3292,"N2O",2.253,368.4831,1.3116,"ppm",94757.8024609792,0,1.40468635191968,56525.68622804
128,"BLANK","BLANK",418,"BLANK","F220930s418.CHR",2022-10-03,1899-12-31 22:34:40,"CH4",0,0,0,"ppm","CO2",1.946,102.857,170.5729,"ppm","E220930s418.CHR",2022-10-03,1899-12-31 22:34:40,"O2",1.156,3039.7834,118669.4925,"N2O",2.26,53.8482,0.0219,"ppm",255.075695337867,0,0.179677899715724,140113.225932451
129,"PIST","WPX7",419,"419g","F220930s419.CHR",2022-10-03,1899-12-31 22:40:04,"CH4",1.403,6.5068,28.4613,"ppm","CO2",1.953,7553.529,27706.3674,"ppm","E220930s419.CHR",2022-10-03,1899-12-31 22:40:04,"O2",1.156,2970.8442,112786.8025,"N2O",2.25,249.8262,0.8252,"ppm",30282.284540887,10.680451463333,0.94166011284227,133171.96241455
130,"BLANK","BLANK",420,"BLANK","F220930s420.CHR",2022-10-03,1899-12-31 22:45:28,"CH4",1.416,0.2266,1.298,"ppm","CO2",1.963,116.4964,220.9806,"ppm","E220930s420.CHR",2022-10-03,1899-12-31 22:45:28,"O2",1.17,3205.4344,134240.6298,"N2O",2.273,57.6472,0.0375,"ppm",305.394622191071,0,0.194416014069461,157411.696633313
131,"PRSE","BC1",421,"421g","F220930s421.CHR",2022-10-03,1899-12-31 22:50:52,"CH4",1.413,0.4419,2.2292,"ppm","CO2",1.96,250.438,715.9948,"ppm","E220930s421.CHR",2022-10-03,1899-12-31 22:50:52,"O2",1.166,3595.786,185336.4736,"N2O",2.273,80.6002,0.1316,"ppm",800.442512323882,0,0.283489106187637,201635.59547741
132,"BLANK","BLANK",422,"BLANK","F220930s422.CHR",2022-10-03,1899-12-31 22:56:16,"CH4",1.413,0.3499,1.8313,"ppm","CO2",1.953,94.8872,141.1185,"ppm","E220930s422.CHR",2022-10-03,1899-12-31 22:56:16,"O2",1.163,3013.0312,116374.0147,"N2O",2.266,53.4388,0.0203,"ppm",225.681139169128,0,0.178089721212544,137401.638982181
133,"Check Standard","CHECK",423,"ChkStd13","F220930s423.CHR",2022-10-03,1899-12-31 23:01:41,"CH4",1.41,0.6684,3.2089,"ppm","CO2",1.95,169.8691,418.2326,"ppm","E220930s423.CHR",2022-10-03,1899-12-31 23:01:41,"O2",1.16,3802.0248,215752.3146,"N2O",2.263,95.7946,0.1939,"ppm",502.462903355446,0,0.342479632033384,226962.731677748
134,"BLANK","BLANK",424,"BLANK","F220930s424.CHR",2022-10-03,1899-12-31 23:07:06,"CH4",1.416,0.3324,1.7556,"ppm","CO2",1.956,102.6156,169.6807,"ppm","E220930s424.CHR",2022-10-03,1899-12-31 23:07:06,"O2",1.163,3247.86,138675.8602,"N2O",2.266,60.2581,0.0482,"ppm",254.18526804766,0,0.204545679087366,161982.83924874
135,"PRSE","BC2",425,"425g","F220930s425.CHR",2022-10-03,1899-12-31 23:12:30,"CH4",1.406,3.4838,15.3861,"ppm","CO2",1.96,6108.5333,22366.0297,"ppm","E220930s425.CHR",2022-10-03,1899-12-31 23:12:30,"O2",1.156,3236.2803,137465.3025,"N2O",2.253,218.301,0.696,"ppm",24060.9646955968,0,0.818854181841841,160729.490257375
136,"BLANK","BLANK",426,"BLANK","F220930s426.CHR",2022-10-03,1899-12-31 23:17:54,"CH4",1.403,0.2512,1.4044,"ppm","CO2",1.946,117.9379,226.308,"ppm","E220930s426.CHR",2022-10-03,1899-12-31 23:17:54,"O2",1.156,3065.471,120929.1275,"N2O",2.263,55.7128,0.0296,"ppm",310.713648285593,0,0.18691140137104,142738.383958241
137,"PRSE","BC4",427,"427g","F220930s427.CHR",2022-10-03,1899-12-31 23:23:18,"CH4",1.403,2.342,10.4476,"ppm","CO2",1.896,25603.1718,94413.2707,"ppm","E220930s427.CHR",2022-10-03,1899-12-31 23:23:18,"O2",1.153,1266.953,13866.4254,"N2O",2.25,322.5998,1.1235,"ppm",124122.848699871,0,1.22548934570175,9776.8967334013
138,"BLANK","BLANK",428,"BLANK","F220930s428.CHR",2022-10-03,1899-12-31 23:28:42,"CH4",0,0,0,"ppm","CO2",1.95,221.1436,607.7301,"ppm","E220930s428.CHR",2022-10-03,1899-12-31 23:28:42,"O2",1.156,3199.9442,133666.6767,"N2O",2.263,66.1365,0.0723,"ppm",692.029946625035,0,0.227354700082017,156824.350026037
139,"QUAL","WO1",429,"429g","F220930s429.CHR",2022-10-03,1899-12-31 23:34:06,"CH4",1.406,1.1986,5.5021,"ppm","CO2",1.953,1829.4686,6551.6916,"ppm","E220930s429.CHR",2022-10-03,1899-12-31 23:34:06,"O2",1.16,3341.0993,149290.3987,"N2O",2.256,134.6182,0.353,"ppm",6760.52164235556,0,0.49330199488247,172230.588358744
140,"BLANK","BLANK",430,"BLANK","F220930s430.CHR",2022-10-03,1899-12-31 23:39:31,"CH4",1.406,0.2721,1.4948,"ppm","CO2",1.946,91.4107,128.2702,"ppm","E220930s430.CHR",2022-10-03,1899-12-31 23:39:31,"O2",1.156,2968.3972,112588.6736,"N2O",2.256,52.0928,0.0147,"ppm",212.860787688869,0,0.172868312240009,132928.367199508
141,"QURU","BOWSER",431,"BLANK","F220930s431.CHR",2022-10-03,1899-12-31 23:44:55,"CH4",1.416,0.3072,1.6466,"ppm","CO2",1.956,91.456,128.4377,"ppm","E220930s431.CHR",2022-10-03,1899-12-31 23:44:55,"O2",1.166,3114.9144,125441.1822,"N2O",2.273,51.7852,0.0135,"ppm",213.027834187551,0,0.171675091838755,147850.508807963
142,"BLANK","BLANK",432,"BLANK","F220930s432.CHR",2022-10-03,1899-12-31 23:50:20,"CH4",1.42,0.368,1.9096,"ppm","CO2",1.963,97.7688,151.7682,"ppm","E220930s432.CHR",2022-10-03,1899-12-31 23:50:20,"O2",1.17,3208.3292,134543.2561,"N2O",2.273,55.803,0.03,"ppm",236.308507063273,0,0.187261329833418,157721.77200265
143,"QURU","RO1",433,"433g","F220930s433.CHR",2022-10-03,1899-12-31 23:55:44,"CH4",1.403,3258.7678,14095.2079,"ppm","CO2",1.923,21455.4749,79084.4346,"ppm","E220930s433.CHR",2022-10-03,1899-12-31 23:55:44,"O2",1.156,1577.726,28239.0282,"N2O",2.25,350.1081,1.2363,"ppm",99915.7777290623,16020.2967781342,1.3329001832454,25379.8069277233
144,"BLANK","BLANK",434,"BLANK","F220930s434.CHR",2022-10-04,1899-12-31 00:01:08,"CH4",1.413,3.5208,15.5462,"ppm","CO2",1.953,153.3491,357.1789,"ppm","E220930s434.CHR",2022-10-04,1899-12-31 00:01:08,"O2",1.166,3040.8775,118763.372,"N2O",2.263,57.66,0.0376,"ppm",441.438119907498,0,0.194465673502507,140224.609032489
145,"QURU","RO10",435,"435g","F220930s435.CHR",2022-10-04,1899-12-31 00:06:32,"CH4",1.416,78.0779,338.0221,"ppm","CO2",1.956,13813.9427,50843.2691,"ppm","E220930s435.CHR",2022-10-04,1899-12-31 00:06:32,"O2",1.166,2950.4556,111135.9765,"N2O",2.26,298.5688,1.025,"ppm",59447.2203089279,325.504821554228,1.13171182731304,131148.140192681
146,"BLANK","BLANK",436,"BLANK","F220930s436.CHR",2022-10-04,1899-12-31 00:11:56,"CH4",0,0,0,"ppm","CO2",1.943,132.2688,279.2714,"ppm","E220930s436.CHR",2022-10-04,1899-12-31 00:11:56,"O2",1.156,3132.3314,127055.2953,"N2O",2.256,59.594,0.0455,"ppm",363.603947545089,0,0.201969072515464,149669.880604826
147,"QURU","RO101",437,"437g","F220930s437.CHR",2022-10-04,1899-12-31 00:17:20,"CH4",1.403,4153.4486,17964.8998,"ppm","CO2",1.933,18935.7821,69772.2889,"ppm","E220930s437.CHR",2022-10-04,1899-12-31 00:17:20,"O2",1.156,2990.328,114425.9622,"N2O",2.253,329.0278,1.1499,"ppm",85980.2486475024,21035.5162410794,1.25058248129618,135118.35883961
148,"BLANK","BLANK",438,"BLANK","F220930s438.CHR",2022-10-04,1899-12-31 00:22:44,"CH4",0,0,0,"ppm","CO2",1.936,93.3218,135.3332,"ppm","E220930s438.CHR",2022-10-04,1899-12-31 00:22:44,"O2",1.156,2811.566,100251.9681,"N2O",2.25,50.1093,0.0066,"ppm",219.908248346412,0,0.16517420705162,117714.348437045
149,"QURU","RO102",439,"439g","F220930s439.CHR",2022-10-04,1899-12-31 00:28:09,"CH4",1.413,478.6798,2070.7137,"ppm","CO2",1.963,3294.3672,11965.5854,"ppm","E220930s439.CHR",2022-10-04,1899-12-31 00:28:09,"O2",1.163,3363.6688,152051.8308,"N2O",2.26,163.0672,0.4696,"ppm",12494.202793736,2118.81082369204,0.603906923750289,174752.833260846
150,"BLANK","BLANK",440,"BLANK","F220930s440.CHR",2022-10-04,1899-12-31 00:33:34,"CH4",1.416,0.4708,2.3542,"ppm","CO2",1.96,94.5159,139.7463,"ppm","E220930s440.CHR",2022-10-04,1899-12-31 00:33:34,"O2",1.166,3100.0712,124086.6368,"N2O",2.273,52.4294,0.0161,"ppm",224.311836641607,0,0.174174037148386,146307.629986879
151,"QURU","RO103",441,"441g","F220930s441.CHR",2022-10-04,1899-12-31 00:38:59,"CH4",1.406,313.2216,1355.0705,"ppm","CO2",1.956,4233.5603,15436.6049,"ppm","E220930s441.CHR",2022-10-04,1899-12-31 00:38:59,"O2",1.156,3324.1019,147210.7264,"N2O",2.253,187.2266,0.5686,"ppm",16273.7468557433,1371.72465977046,0.697891675539689,170341.774460769
152,"BLANK","BLANK",442,"BLANK","F220930s442.CHR",2022-10-04,1899-12-31 00:44:23,"CH4",1.406,0.6298,3.0419,"ppm","CO2",1.946,100.9743,163.6149,"ppm","E220930s442.CHR",2022-10-04,1899-12-31 00:44:23,"O2",1.156,3029.0605,117749.412,"N2O",2.26,53.866,0.022,"ppm",248.131315609461,0,0.179746951296415,139023.618641264
153,"Check Standard","CHECK",443,"ChkStd14","F220930s443.CHR",2022-10-04,1899-12-31 00:49:47,"CH4",1.406,0.7102,3.3897,"ppm","CO2",1.95,172.1394,426.623,"ppm","E220930s443.CHR",2022-10-04,1899-12-31 00:49:47,"O2",1.16,3803.0442,215902.6544,"N2O",2.26,93.9501,0.1863,"ppm",510.851333732128,0,0.335317465458741,227091.287769249
154,"BLANK","BLANK",444,"BLANK","F220930s444.CHR",2022-10-04,1899-12-31 00:55:11,"CH4",1.406,0.3738,1.9347,"ppm","CO2",1.946,101.7695,166.5537,"ppm","E220930s444.CHR",2022-10-04,1899-12-31 00:55:11,"O2",1.156,3188.4564,132524.593,"N2O",2.26,57.1864,0.0356,"ppm",251.064388393054,0,0.192628284278384,155598.484540348
155,"QURU","RO104",445,"445g","F220930s445.CHR",2022-10-04,1899-12-31 01:00:35,"CH4",1.406,101.8712,440.9333,"ppm","CO2",1.956,11044.2345,40607.1299,"ppm","E220930s445.CHR",2022-10-04,1899-12-31 01:00:35,"O2",1.156,3066.9034,121059.844,"N2O",2.256,275.9452,0.9323,"ppm",46101.0056102243,430.539631423289,1.04347387588082,142885.388239781
156,"BLANK","BLANK",446,"BLANK","F220930s446.CHR",2022-10-04,1899-12-31 01:05:59,"CH4",1.41,0.2834,1.5437,"ppm","CO2",1.953,122.8008,244.2801,"ppm","E220930s446.CHR",2022-10-04,1899-12-31 01:05:59,"O2",1.166,3093.2677,123465.77,"N2O",2.266,56.9622,0.0347,"ppm",328.658787189176,0,0.191758479934397,145602.787303434
157,"QURU","RO105",447,"447g","F220930s447.CHR",2022-10-04,1899-12-31 01:11:23,"CH4",1.42,126.9555,549.4285,"ppm","CO2",1.97,8273.8612,30368.5326,"ppm","E220930s447.CHR",2022-10-04,1899-12-31 01:11:23,"O2",1.166,3341.3008,149315.0528,"N2O",2.27,244.1988,0.8022,"ppm",33455.1170014824,541.475449493264,0.919732119314579,172253.035040802
